2012/06/07	10:01:00	0.20	0.20	0.20	0.20	10.00
2012/06/07	10:02:00	0.20	0.20	0.20	0.20	0.00
2012/06/07	10:03:00	0.20	0.20	0.20	0.20	0.00
2012/06/07	10:04:00	0.20	0.20	0.20	0.20	0.00
2012/06/07	10:05:00	0.20	0.20	0.20	0.20	0.00
2012/06/07	10:06:00	0.20	0.20	0.20	0.20	0.00
2012/06/07	10:07:00	0.20	0.20	0.20	0.20	0.00
2012/06/07	10:08:00	0.20	0.20	0.20	0.20	0.00
2012/06/07	10:09:00	0.20	0.20	0.20	0.20	0.00
2012/06/07	10:10:00	0.20	0.20	0.20	0.20	0.00
2012/06/07	10:11:00	0.20	0.20	0.20	0.20	0.00
2012/06/07	10:12:00	0.20	0.20	0.20	0.20	0.00
2012/06/07	10:13:00	0.20	0.20	0.20	0.20	0.00
2012/06/07	10:14:00	0.20	0.20	0.20	0.20	0.00
2012/06/07	10:15:00	0.20	0.20	0.20	0.20	0.00
2012/06/07	10:16:00	0.20	0.20	0.20	0.20	0.00
2012/06/07	10:17:00	0.30	0.30	0.30	0.30	10.00
2012/06/07	10:18:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:19:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:20:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:21:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:22:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:23:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:24:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:25:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:26:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:27:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:28:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:29:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:30:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:31:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:32:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:33:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:34:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:35:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:36:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:37:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:38:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:39:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:40:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:41:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:42:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:43:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:44:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:45:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:46:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:47:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:48:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:49:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:50:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:51:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:52:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:53:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:54:00	0.30	0.30	0.30	0.30	0.00
2012/06/07	10:55:00	0.30	0.30	0.30	0.30	0.00
